collage_id;brandName;brandId;description;charming_no;cheerful_no;confident_no;contemporary_no;cool_no;corporate_no;daring_no;different_no;distinctive_no;downToEarth_no;dynamic_no;exciting_no;familyOriented_no;feminine_no;friendly_no;glamorous_no;goodLooking_no;hardWorking_no;highQuality_no;honest_no;imaginative_no;independent_no;innovative_no;intelligent_no;leader_no;masculine_no;original_no;outdoorsy_no;real_no;reliable_no;rugged_no;secure_no;sentimental_no;sincere_no;smallTown_no;smooth_no;spirited_no;successful_no;technical_no;tough_no;trendy_no;unique_no;upToDate_no;upperClass_no;western_no;wholesome_no;young_no
4128;Jack Daniels;333;It is masculine brand for the hardworking people. Jack Daniels also a strong and heavy drink.;1;1;3;2;2;4;2;4;4;5;2;2;1;1;2;1;1;4;3;3;2;3;1;2;3;5;3;5;4;4;5;3;1;2;4;1;2;3;1;5;3;3;3;1;3;3;1
4152;Jack Daniels;333;Jack Daniels reminds me of tradition and fun.;5;5;5;4;5;1;5;5;5;5;5;5;5;2;5;2;5;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;4;5;5;5;5;5;2;5;4;5;5;4;5;5;5
4189;Jack Daniels;333;I feel in charge but a little adventurous.;3;3;3;3;3;2;3;2;3;3;3;4;2;2;3;2;4;4;4;4;3;3;3;3;4;3;4;2;4;3;2;3;2;3;3;4;3;3;3;3;3;2;3;3;3;2;2
4196;Jack Daniels;333;All american, and classic;5;1;4;3;5;2;2;3;4;5;4;4;5;2;3;1;4;5;4;3;2;4;2;3;5;5;4;5;5;4;5;2;3;3;5;4;5;5;1;5;1;3;5;3;5;4;5
4359;Jack Daniels;333;Associated with social gathers, especially outdoor BBQs, clubs and musical events, and smoky imagery.;2;4;4;4;4;3;3;4;4;2;3;3;1;2;3;2;3;4;3;3;4;4;2;2;4;4;4;4;4;4;3;4;2;4;2;3;4;5;2;3;5;5;4;2;4;2;3
4445;Jack Daniels;333;Jack Daniels is simple to me. It's a known, it's whiskey so it's hip right now. I generally link it to smoking and comfort. It's for the every man.;3;2;4;2;4;2;2;3;4;4;3;3;2;1;3;2;3;4;4;3;2;4;3;3;3;5;3;3;4;4;4;4;3;3;2;3;2;5;3;4;5;2;3;3;3;3;3
4522;Jack Daniels;333;I think of fun and carefree when I think of Jack Daniels. It is a fun and colorful type of product!;1;5;5;1;4;1;4;1;4;4;1;5;1;1;5;1;3;4;4;3;4;3;3;4;4;1;1;1;5;4;5;2;4;4;3;4;4;3;1;5;3;4;2;1;4;4;3
4578;Jack Daniels;333;Jack Daniels is young, exciting, and sexy. it is about having a good time;2;2;3;5;4;3;5;2;1;2;2;5;1;2;2;2;5;2;2;4;3;3;3;2;3;4;3;1;3;3;2;2;2;3;2;2;2;1;1;4;4;3;2;2;4;2;5
4732;Jack Daniels;333;I wanted to convey a sense of relaxation while having fun in this collage, things that the brand Jack Daniels makes me feel.;3;3;4;2;3;1;3;4;4;5;3;3;2;1;5;2;5;4;4;4;3;5;4;4;5;5;5;5;5;5;5;5;3;4;2;4;3;5;4;5;3;4;3;4;5;3;1
4739;Jack Daniels;333;I feel like Jack Daniels is a brand of a sophisticated kind. it invokes feelins of people who have been through life, who have seen it all, and are keeping their head down, away and alone from the world. They are people who like quietness and to be in their own thoughts, they are people who walk alone, who venture alone as they have seen it all and are reflecting by themselves. The collage represents a mystery that is felt when drinking Jack daniels combined with that dark sophistication. ;4;1;5;1;1;1;3;4;4;4;1;1;1;1;1;1;5;3;5;4;3;5;1;5;4;5;5;4;5;5;5;3;4;5;2;5;1;5;1;5;1;3;1;3;4;4;1
5;Jack in the Box;334;I used my memory of the brand;5;4;5;5;4;5;5;5;5;5;4;4;4;5;4;4;4;2;5;4;5;4;5;5;3;4;5;4;4;4;5;4;4;3;5;4;4;5;1;2;5;5;5;3;5;5;4
63;Jack in the Box;334;jack in the box has lots of flavor in their menu items. Their food also makes people happy. You can find a jack in the box in every city;1;5;5;3;5;2;5;5;5;5;4;5;4;3;5;1;4;5;4;5;4;4;5;4;5;5;4;4;5;5;3;4;1;3;2;4;4;5;3;4;4;4;5;2;3;3;4
161;Jack in the Box;334;late nights, long lines, and free tacos at the laker game;3;3;5;2;4;2;3;3;4;5;2;5;4;1;5;1;3;3;3;5;3;4;5;5;3;4;4;3;5;5;3;5;5;5;2;4;5;3;2;4;4;4;5;1;5;5;4
195;Jack in the Box;334;Jack in the Box tends to be fun, and family friendly. The commercials usually make me laugh and feel happy.;3;3;3;1;3;1;2;3;2;3;2;1;4;1;4;1;1;2;1;2;3;1;2;1;1;3;2;1;2;2;1;1;1;3;1;1;4;3;1;1;2;2;2;1;1;1;2
214;Jack in the Box;334;nostalgic, fun, fast food, back in time, reminiscing, 50's;3;2;1;2;1;1;1;1;1;1;1;1;3;2;4;1;1;1;1;2;3;2;1;1;1;1;1;1;1;1;1;1;3;1;4;1;3;2;1;1;1;1;1;1;1;1;4
307;Jack in the Box;334;fatty, cheap, on the go, greasy, slimy;3;3;5;3;3;4;4;2;4;3;4;4;2;1;3;1;2;4;2;2;4;4;3;3;3;2;3;3;3;5;3;2;2;3;1;2;5;4;1;3;4;2;3;1;3;2;3
357;Jack in the Box;334;When I think of Jack in the Box, I think of spicy tasting food and the color orange. I think of eating food with family and friends. I think of driving a car through the drive-thru window to order. I feel happy like I could sing a song. I think about the color red for tomatoes and salsa. ;3;4;3;2;3;2;2;3;3;4;3;3;4;2;4;1;3;4;3;3;3;4;3;3;2;2;3;4;4;4;3;3;4;3;3;3;4;3;3;3;3;3;3;1;3;3;4
405;Jack in the Box;334;It is a family friendly place open to all ages.;2;4;3;2;2;2;2;2;3;4;2;2;5;1;5;1;3;4;2;3;2;4;2;4;2;1;3;3;4;4;3;3;2;3;1;3;3;4;1;2;2;1;3;1;1;2;2
464;Jack in the Box;334;This is loved by kids, its american made, its modern, its bright and colorful also serves beef and potatoes. ;1;5;5;5;1;5;1;1;5;5;5;1;5;1;5;1;3;1;3;1;5;5;1;1;1;3;5;1;5;5;1;5;5;5;1;5;3;5;1;5;1;1;1;1;5;3;1
472;Jack in the Box;334;Being with friends, grabbing a quick meal when I'm in the city. Getting food to-go and having a picnic in the park. Celebrating a birthday with a friend who insists on having Jack-in-the-Box because she loves the Ultimate Cheeseburger.;3;4;4;2;4;2;2;3;4;3;3;2;4;1;4;1;2;3;4;3;3;4;3;3;3;2;3;3;4;4;4;3;2;4;1;2;4;4;1;3;2;3;3;1;1;3;3
523;Jack in the Box;334;Fun and silly, people getting together having a great time no matter what.;3;5;4;2;5;1;4;3;2;4;4;2;5;1;5;1;4;5;4;4;4;4;4;3;3;1;4;1;4;4;1;4;3;4;2;4;5;4;1;1;4;3;4;1;1;4;2
606;Jack in the Box;334;jack in the box serves good fast food as does the burger king (see previous collage), but at least to me, there's a difference.  i have always identified jack in the box more with young customers...especially teenagers.  perhaps that's just my background talking and my experiences but whereas i would think of a place like burger king or McDonalds as mostly, but not exclusively for families, i tend to think of Jack in the Box as for targeted for young teens and young couples.  ;3;4;4;4;5;3;3;4;3;5;3;3;2;2;5;2;3;5;4;5;4;4;3;3;3;2;3;1;5;5;3;5;4;5;1;5;5;4;1;3;3;3;5;1;2;4;5
642;Jack in the Box;334;It's quick but fun albeit unhealthy. I also felt it was quick but I wanted to accentuate that it was a unique option.;3;3;4;2;2;1;4;4;3;3;3;3;3;1;3;1;2;2;2;3;4;3;4;2;2;3;3;2;2;3;2;2;2;3;3;3;2;3;3;2;1;3;4;1;2;1;3
720;Jack in the Box;334;Fun, Friends, Party, Road Trip;2;3;3;3;4;4;4;2;2;2;3;4;2;2;3;2;4;3;2;3;2;2;2;4;3;4;4;1;4;4;3;4;2;4;1;3;2;4;2;2;3;3;4;1;4;2;4
724;Jack in the Box;334;Jack in the Box is fun, fresh, happy, warm, cozy and love. ;2;4;3;1;2;1;1;1;2;3;1;1;4;1;4;1;2;3;1;4;1;2;2;3;1;1;1;2;3;3;1;3;2;3;2;3;1;3;1;1;2;1;2;1;2;4;3
856;JC Penney;336;colorful, trendy, multidimensional, stylish, fresh;3;4;4;4;4;2;3;3;3;3;3;3;5;3;4;3;4;4;4;4;3;3;4;3;4;2;4;2;4;4;3;4;2;4;3;3;4;4;1;3;5;3;4;2;1;4;4
864;JC Penney;336;ITS A SHOPPING EXPERIENCE FOR THE FAMILY THAT MAKES PEOPLE SMILE BUT LATELY ITS A BRAND THAT SEEMS TO LACK IN BUSINESS;5;4;4;2;3;4;1;1;2;3;3;3;5;4;5;3;3;3;3;4;1;1;2;3;2;2;1;1;4;5;1;4;3;4;1;3;4;2;3;1;3;2;1;2;1;4;2
961;JC Penney;336;shopping mall and people;4;4;4;4;4;3;3;4;4;3;3;3;4;2;2;4;3;3;2;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;3;4;3;4;3;4;2
963;JC Penney;336;Familiar, comfortable. Family, fun, growth.;4;4;4;3;2;2;2;1;2;4;3;2;5;4;5;1;5;4;4;4;2;3;3;3;3;3;2;3;5;4;4;4;3;4;2;2;3;4;2;3;2;2;2;1;2;4;4
968;JC Penney;336;Open space and items to represent what they sell and comfort and security in shopping for a major brand ;4;4;4;4;4;4;3;2;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;3;3;2;4;4;2;4;4;4;1;4;4;5;3;2;4;3;4;4;4;4;3
1111;JC Penney;336;I think JC Penney represents fun.  I picked images that depicted having a good time. ;3;3;4;3;4;3;4;4;3;3;5;3;4;2;3;3;3;3;3;3;3;3;4;3;3;2;4;2;3;3;3;4;3;4;4;3;4;4;2;3;2;3;3;3;3;3;5
1121;JC Penney;336;It represents youth, color, and femininity.;4;5;5;4;4;4;3;3;4;4;4;4;5;5;5;4;5;5;5;4;5;4;4;4;4;2;5;3;5;5;3;3;2;5;2;4;5;5;1;3;5;4;5;3;2;5;5
1123;JC Penney;336;this collage describe the city life with corporate culture like above brand;5;4;3;3;5;5;3;4;3;3;4;5;5;5;5;5;5;4;3;4;4;3;4;4;3;5;4;5;3;3;3;4;4;3;3;3;4;3;3;3;5;4;5;5;5;5;5
1320;JC Penney;336;It represents family oriented, quality, trust, and value.;3;3;5;3;5;2;2;2;2;3;3;4;5;3;5;3;5;3;5;5;3;4;3;3;5;4;5;3;5;5;4;2;4;5;2;3;4;5;2;4;4;2;4;3;3;5;3
1361;JC Penney;336;It represents items you can buy there;2;2;3;2;2;3;2;3;4;2;3;2;3;3;3;3;4;4;3;3;2;3;2;2;2;4;2;3;4;2;4;3;4;2;3;3;2;2;3;2;3;2;3;2;3;4;4
1476;JC Penney;336;It's colorful, a little bit retro and makes me think of a shopping mall in it's prime.;2;3;3;1;1;5;1;1;2;4;2;1;5;3;4;1;3;4;4;4;2;2;1;3;1;3;2;2;3;3;2;3;4;4;3;2;2;2;2;2;1;2;1;2;1;4;1
1534;JC Penney;336;It brings back memories of my family and how we used to shop there a lot when I was younger.  I am talking like twenty to thirty years ago.  We bought a lot of our clothing there.  But it also makes me think about today's JC Penney and how they haven't really caught up with the times.  It is like they were stuck in the past too long and never changed to relate to the people of today.  Hence photos that remind me of my family and photos that remind me of things in the past or that are retro.;1;2;2;2;1;4;1;1;2;3;1;1;4;3;3;1;2;2;2;3;1;1;1;2;1;2;1;1;2;3;1;1;3;3;4;2;1;2;1;1;1;1;1;1;1;2;2
1606;Jeep;338;I found pictures that showcase Jeep's ruggedness and outdoorsy nature.  I also looked for a few pictures that showed how people tend to have fun with Jeep.;4;5;5;4;5;2;5;3;5;5;5;4;2;2;4;2;5;3;4;4;4;5;2;3;3;5;5;5;4;3;5;4;3;5;2;1;5;5;2;5;3;4;5;3;5;4;4
1692;Jeep;338;I picture Jeep as an outdoorsy, rugged brand, so my pictures reflect the outdoors, camping and road trips.;2;2;4;3;4;2;4;4;4;4;4;4;2;1;3;3;4;5;3;3;2;5;3;4;4;4;3;5;4;5;5;4;3;3;4;2;4;4;3;5;2;3;3;2;4;4;3
1710;Jeep;338;To me Jeep is rugged like a mountain. It is tough like nail and a lion. It is down-to-earth like country people. It is sturdy like a pair of boots. It is hardworking and outdoorsy.;3;4;3;2;3;1;1;1;2;5;3;3;3;1;5;1;3;5;3;4;1;3;3;2;3;5;3;5;5;3;5;3;1;4;5;3;3;4;1;5;1;2;3;1;4;4;3
1861;Jeep;338;Rugged, Tough, Outdoorsy, Fun ;2;2;4;3;2;3;4;4;3;3;3;2;2;2;3;2;3;4;4;3;2;3;4;3;3;4;5;5;4;3;5;4;3;4;3;2;5;3;2;5;2;2;2;1;3;2;3
1922;Jeep;338;Jeep is a rugged manly product. Think of natural colors and outdoor locations. A man and his dog.;2;3;5;3;3;2;3;3;4;4;4;4;3;2;4;3;4;5;4;4;4;4;4;3;3;5;3;5;4;4;5;4;2;4;2;3;4;4;2;5;4;3;4;3;4;3;3
2003;Jeep;338;When I think of Jeep, I think of Four-Wheeling in the desert. They are small tough, usually dirty little cars. ;1;4;5;1;5;3;3;5;5;5;2;5;1;1;4;1;5;5;5;4;5;2;4;3;4;5;5;5;5;5;5;3;4;4;1;1;5;5;3;5;3;5;3;1;5;5;1
2009;Jeep;338;When I think of the brand Jeep the word rugged comes to mind. I tried to create a collage which captured the idea of the rugged outdoors which is a feature that the Jeep products seem to embody. The idea that I can take my Jeep to any terrain and be successful. ;3;3;4;3;4;4;4;3;4;4;5;4;3;3;3;2;3;4;4;3;3;4;3;3;3;4;3;5;4;4;5;4;3;4;3;3;3;4;4;5;4;4;3;2;4;4;2
2135;Jeep;338;rugged independent and tough;3;3;4;2;5;1;4;3;5;4;3;4;3;3;5;1;5;5;5;3;1;5;1;3;5;4;5;5;5;4;5;3;4;4;4;1;2;5;1;5;3;4;1;1;5;4;3
2205;Jeep;338;Jeep is an all-terrain vehicle that is very durable.;3;3;3;4;3;5;3;3;5;4;4;5;4;5;4;4;4;5;4;5;4;4;3;2;5;3;4;5;5;4;4;3;3;3;4;4;4;4;3;4;5;3;4;4;4;4;3
2274;Jeep;338;I looked for pictures of wilderness scenes and animals.  Of places someone with a Jeep might get to go to that others wouldn't.  Something rugged and that might require a four-wheel-drive type vehicle.;4;4;5;3;4;1;5;4;4;5;4;4;5;2;5;1;5;5;4;4;4;4;4;4;5;3;5;5;5;5;5;4;5;4;4;4;4;5;2;5;3;4;4;2;5;5;3
2344;Jeep;338;I think of adventure when I think of Jeep.  Therefore, I put pictures of nature and the types of places you can go with a Jeep.  Also, since it handles well in the winter, I included skiers.  I included pictures of smiling people because I think of laughter;2;5;5;4;4;1;5;3;5;4;4;5;3;3;5;2;4;5;4;3;2;4;3;5;4;3;3;5;4;5;5;4;3;2;1;1;5;2;1;5;2;4;4;3;5;2;5
2378;Jergens;341;White, warm, soft, comforting, natural. It reminds me of soothing creams and warm whites.;4;4;4;1;1;1;1;1;1;4;1;1;4;2;4;1;3;1;3;4;1;1;2;3;2;1;1;4;3;3;3;4;4;4;4;4;4;2;1;1;1;1;2;1;1;4;1
2467;Jergens;341;its neat and clean;5;4;4;4;5;5;3;4;3;4;5;5;5;4;5;5;4;4;4;5;5;4;4;5;3;5;4;4;4;5;3;3;4;5;5;3;5;4;5;4;4;4;5;4;4;4;4
2498;Jergens;341;for beauty queens;3;3;4;5;3;5;4;4;4;4;4;4;4;4;4;4;3;3;3;2;4;4;4;4;3;4;3;3;4;3;3;3;3;4;4;3;5;4;4;4;4;5;4;4;4;4;3
2566;Jergens;341;"When I think of Jergens, I think of 
smooth, young, cool, light, soft, natural and creamy

";5;5;4;2;5;1;1;1;1;5;2;2;5;2;5;2;3;4;4;5;3;2;2;3;3;1;1;4;5;4;2;5;5;5;3;5;5;3;1;2;1;1;3;1;1;5;5
2568;Jergens;341;Jergens provides fresh, great smelling smoothness and moisturization to the skin and makes you feel great.;5;5;5;5;5;3;4;4;5;5;4;5;5;4;5;5;4;5;5;5;4;5;5;4;5;3;5;4;5;5;5;5;5;5;3;5;5;5;3;5;5;5;5;4;3;5;5
2736;Jergens;341;Generally when I think of jergens I think of relaxing in a bath or shower. Mainly because after I will always put on lotion;1;1;2;2;1;3;1;1;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;2;2;1;2;1;1;2;1;1;1;1;1;1;1;2;1
2739;Jergens;341;"When I think of Jergens, I think of silky, fragrant, smooth, young, cool, light, soft, natural and creamy.
";5;4;3;3;5;1;1;1;1;5;2;2;5;2;5;1;3;3;2;5;4;3;2;4;1;1;1;4;4;5;2;3;5;5;2;5;5;3;1;2;1;1;2;1;2;5;5
2853;Jergens;341;Its makes your skin soft and comes in a bottle. Its good for your skin and comes in bottles. Its a beauty company. ;5;5;5;5;5;5;5;1;5;5;5;5;5;1;1;5;5;5;5;5;5;5;5;5;5;1;5;1;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5
2912;Jergens;341;clean and safe;4;5;4;5;5;4;4;4;4;5;5;4;4;5;5;4;4;4;4;4;5;4;5;4;5;4;5;5;4;4;5;4;5;5;4;5;4;4;5;5;4;5;5;4;4;5;4
2914;Jergens;341;I think of soft skin.  Therefore, I picked pictures that communicate softness - babies, bunnies, lambs, puppies, chicks, etc.;1;3;3;1;1;2;1;2;2;4;1;1;4;5;4;2;3;1;4;4;1;1;1;1;3;1;2;1;4;5;1;3;2;4;1;5;1;3;1;1;1;1;2;1;1;5;4
2983;Jergens;341;Jergens is about nature and being good to the environment.;4;4;4;2;3;3;3;2;4;3;4;3;4;3;4;3;3;3;3;3;3;2;4;3;2;3;3;3;4;4;3;3;2;4;4;4;2;4;2;4;2;3;3;3;3;4;3
4719;Jergens;341;Its an American company that makes products that are used on the body. They are honest, unique, smooth and will leave your skin soft. ;5;5;5;5;5;5;1;5;1;5;5;1;5;3;5;3;5;5;5;5;1;5;5;5;5;5;5;1;5;5;1;5;1;5;1;5;5;5;5;1;5;1;5;3;5;5;3
4736;Jergens;341;Jergens is a leader in lotions on the health and beauty market. They specialize in moisturizers for men and women and offer a wide variety of scents and aspects to appeal to everyone. ;4;3;4;2;3;2;3;2;3;3;2;3;2;5;4;3;4;4;4;4;3;4;3;3;5;1;3;1;3;4;1;4;1;4;1;5;4;4;2;1;3;3;4;2;1;3;3
4738;Jergens;341;I associate Jergens with softness like a bunny, with being smooth like satin. I associate it with flowery smells. I think Jergens is honest like kids. I think it is down to earth and friendly. I think it is feminine, successful and wholesome(like a baby);4;4;4;4;3;1;1;1;3;5;4;2;4;5;3;1;4;5;5;5;1;3;1;4;5;1;2;3;5;5;1;4;4;5;2;5;3;5;1;1;1;1;3;1;1;5;1
3110;Kellogg's;351;Americana in every bite. Kellogg's, the heartland to every tummy that strives for life. Balanced and fortified to remain tough. The meal that is real, Kellogg's the brand that is right.;3;5;5;3;3;3;3;3;5;5;4;4;5;4;5;3;4;5;5;5;4;5;4;5;5;5;5;5;5;5;5;5;5;5;5;2;5;5;1;5;1;5;5;3;5;5;1
3195;Kellogg's;351;Kellogg's makes me feel playful, fun and friendly.;4;5;5;4;4;3;3;4;4;5;3;4;5;1;5;3;5;5;5;4;4;5;4;5;5;1;5;3;5;5;3;4;3;4;1;3;4;4;2;4;2;4;5;1;1;4;5
3320;Kellogg's;351;It has those mornings and late nights mostly with that fall feeling, with that homey feeling and that feeling of my old style neighborhood that I remember when eating kelloggs products.;4;5;5;2;3;2;1;4;5;5;5;3;5;2;5;3;4;5;5;5;3;5;3;4;5;4;5;5;5;5;5;5;5;5;5;3;4;5;2;4;5;5;4;4;4;5;1
3329;Kellogg's;351;When I think of Kellogg's, I think of their cereal and eating it for breakfast. So I picture the morning sun rising, which is one of the first things people see every day. I also picture a bed, because that is what I am getting out of in the morning. The other thing I picture is eating cereal and watching Saturday morning cartoons as a child, which is why the tv and child are in this collage. ;4;4;3;4;3;2;2;2;3;4;2;3;5;2;5;2;3;3;4;5;3;2;2;3;2;2;2;2;3;5;2;3;5;5;4;4;3;3;2;2;2;3;3;2;2;5;4
3475;Kellogg's;351;digest, shape, fit, healthy;5;3;5;4;5;3;5;5;5;4;5;5;5;5;5;5;5;5;5;5;5;5;5;5;3;3;5;4;5;5;5;5;5;5;4;5;5;5;2;3;5;5;5;5;5;5;5
3483;Kellogg's;351;Kellogg's keeps us healthy kids love to eat. It is the favorite for the entire family. ;5;4;5;4;5;5;1;4;5;3;4;5;5;4;5;4;5;5;5;5;3;4;5;5;5;4;5;4;5;5;2;5;4;4;1;5;4;5;4;1;4;5;5;3;5;5;5
3492;Kellogg's;351;Health conscious food. Rich in nutrition.;2;4;4;2;4;2;4;2;3;3;2;3;4;2;4;3;2;2;4;3;3;4;2;4;3;4;4;3;4;4;2;3;2;3;3;3;4;4;2;2;3;4;3;3;3;3;3
3503;Kellogg's;351;Kellogg's makes people happy and want to have fun.;5;5;5;4;4;2;5;4;4;5;5;4;5;1;5;3;5;5;4;4;4;4;4;5;5;1;4;5;5;5;3;5;3;4;1;4;4;5;1;4;3;4;4;2;1;5;2
3518;Kellogg's;351;I think shows healthy food and nature makes people like Kellogg`s. When i think of kellogg`s i think about this.;5;5;4;4;5;4;4;3;5;4;4;4;3;3;4;4;5;4;4;5;4;4;4;4;4;3;5;5;4;4;4;5;4;4;5;5;4;4;4;5;4;4;4;3;4;4;5
3787;Kellogg's;351;Energy for the day;5;3;4;4;4;5;5;5;5;4;5;5;3;2;5;5;3;5;5;4;5;5;2;5;4;4;5;5;5;5;4;5;5;5;4;2;3;3;5;5;5;3;4;5;5;4;3
3834;Kellogg's;351;My collage is about the wholesome nutrition of farm fresh food and vegetables such as wheat.  It is about the idea of Kellogg's and the health benefits of eating cereal.;5;5;5;5;1;3;2;1;5;5;3;2;5;1;5;1;3;5;5;5;5;3;3;4;5;5;5;5;5;5;5;5;5;5;4;1;5;5;1;3;1;2;5;1;5;5;1
3838;Kellogg's;351;Kellogg's is a glimpse of the past. A half-memory of my mother at the kitchen table in the morning with the sun just peaking in the windows. It's a call back to sepia tone pictures, cars that weren't made by machines, and family time that didn't include electronics. It's my smile in the cereal aisle when I am told I can pick out anything that I want.;5;4;3;4;2;2;2;2;4;5;2;2;5;2;5;1;3;5;4;5;2;4;1;2;2;2;5;3;4;5;3;4;5;5;5;2;4;5;1;3;1;3;2;3;3;5;1
3840;Kellogg's;351;Active, energy, morning, rise & shine. Get the job done.;3;3;4;5;3;3;3;3;4;4;3;3;5;2;4;2;3;5;3;3;4;5;3;3;4;4;4;4;4;4;5;4;3;4;5;3;4;5;4;5;2;3;3;3;4;4;3
3916;Kenmore;352;It makes me think of freshness and the ability of the appliances to make your life better.;3;3;4;4;3;3;4;3;4;4;4;3;4;3;5;4;3;5;5;4;4;4;4;5;4;2;4;3;4;5;3;5;2;4;2;3;4;5;3;3;3;4;4;3;3;4;2
3935;Kenmore;352;Fresh, modern, and functional.;3;4;3;4;3;3;3;2;3;4;2;2;5;3;4;2;3;4;3;4;3;2;3;3;3;2;3;3;4;4;4;3;3;4;4;3;3;4;3;4;2;3;3;3;3;4;3
4049;Kenmore;352;practical, machine, factory, necessary, industry, invent, technology, icon, society   ;2;3;4;5;4;4;3;3;2;2;3;3;5;2;4;1;3;4;3;3;4;4;4;4;4;2;2;2;4;4;3;4;2;2;2;4;3;4;5;2;4;2;4;2;3;3;3
4053;Kenmore;352;Kenmore makes me think of kitchens and appliances;3;4;4;2;4;3;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;4;3;3;3;3;3;1;4;4;1;4;1;4;1;4;3;3;4;3;3;3;4;3;3;4;3
4126;Kenmore;352;"I think Kenmore is sturdy and reliable. It is a bit ""old timey"" and is closely tied to essentials - the things you need.";2;3;4;3;2;3;1;2;2;4;2;2;4;2;4;2;2;5;3;3;2;1;1;2;2;4;4;4;4;3;4;4;2;3;4;2;3;3;1;4;1;2;3;1;5;2;2
4131;Kenmore;352;I tried to portray family, home, happiness, creativity and comfort food. That's the top things that come to mind for me when I think of Kenmore.;4;5;4;4;4;2;2;2;1;4;3;3;5;3;5;3;5;5;5;3;5;4;4;3;3;2;2;1;5;5;2;5;5;5;3;4;4;5;4;3;5;2;5;3;2;5;3
4183;Kenmore;352;Shows the people that use it;4;4;3;3;3;2;3;4;2;2;4;5;2;4;3;3;4;2;3;3;2;3;4;3;2;5;3;3;3;3;2;2;4;4;3;3;2;2;2;3;5;3;3;2;4;4;2
4307;Kenmore;352;Nice, helpful brand that helps the people prepare for the world in its own way.;4;4;4;4;3;4;3;2;3;4;3;3;5;4;4;3;4;4;4;4;4;4;3;4;3;3;4;2;5;5;5;4;3;4;4;3;4;5;4;5;4;3;4;4;4;4;3
4350;Kenmore;352;Kenmore helps support families with it's products bringing them together.;5;3;5;2;4;2;3;4;4;4;4;4;5;1;5;2;4;5;4;4;3;5;4;5;5;1;4;3;4;5;4;5;4;4;1;4;4;5;2;4;2;4;4;3;1;4;1
4352;Kenmore;352;Kenmore makes me think of warm, cozy, and industrial;1;1;3;1;1;4;2;1;2;2;1;1;3;3;4;1;1;4;3;1;1;3;2;1;1;3;3;2;2;4;3;4;1;1;1;3;1;1;5;2;1;2;2;1;5;1;1
4486;Kenmore;352;bringing families together at all times of the year, considerate and helpful.;5;5;5;5;5;1;5;4;5;4;5;5;5;1;5;3;5;5;5;5;3;5;5;5;5;1;5;1;5;5;5;5;4;5;1;5;5;5;2;5;5;5;5;1;1;5;1
4490;Kenmore;352;Gives us free time and assists us with our products;5;4;4;5;5;5;3;3;5;4;5;3;4;3;4;3;4;5;5;3;4;5;5;5;4;3;5;3;4;5;3;3;3;4;3;5;4;5;4;4;3;3;5;3;3;4;3
4615;Kenmore;352;I thought about industry, nature, money, classic, homes, food, and innovation/science.;2;2;3;3;3;4;2;2;4;4;2;2;4;2;4;2;3;3;4;4;3;4;3;3;4;3;3;3;4;4;3;4;3;4;3;2;3;4;4;4;2;3;4;3;4;3;2
4723;Kenmore;352;"Since Kenmore is about ""home,"" I looked for pictures of homes and things that you might find IN a home.";4;3;5;3;3;2;3;2;3;4;3;3;5;2;3;3;4;5;5;4;3;3;3;4;5;2;5;2;5;5;4;5;4;5;3;4;3;5;2;4;2;3;4;3;3;5;3
4729;Kenmore;352;I chose tough, hardworking pictures just like how the brand Kenmore seems to be;1;2;5;1;1;5;5;2;4;4;4;1;5;1;3;1;1;5;4;4;3;4;3;1;3;5;2;4;4;5;5;5;1;4;1;5;3;4;3;5;1;3;3;1;4;1;3
4734;Kenmore;352;In this collage I wanted to convey a sense of sturdiness and reliable manufacturing.;4;3;4;4;4;3;3;4;3;5;4;4;5;5;4;4;5;5;5;5;4;5;5;4;5;5;5;5;5;5;5;4;3;5;4;3;4;5;5;5;5;4;5;3;4;3;3
1;KFC;353;here some relief and fresh pictures like kfc have;4;3;3;4;3;2;2;5;4;2;4;4;3;2;3;2;3;4;3;2;2;2;4;2;3;2;2;3;3;3;4;4;3;3;3;2;2;3;4;3;2;2;3;2;2;4;3
150;KFC;353;Fun and family, American tradition, relaxed and laid back.;3;5;5;3;4;4;3;2;3;5;4;4;5;1;5;1;3;5;4;5;4;3;3;3;4;4;4;2;5;5;2;5;4;5;4;5;5;5;1;3;2;3;4;1;5;4;4
154;KFC;353;KFC makes life better with food.;5;4;5;3;4;5;3;5;4;2;3;5;4;2;5;4;5;4;4;4;5;4;3;4;5;4;5;4;3;4;1;4;4;4;4;4;3;5;3;4;3;4;5;4;3;4;3
232;KFC;353;good family friendly food made from good ingredients at a chep price recognized by world cultures;2;4;2;4;3;3;2;2;3;4;2;2;2;1;4;1;2;3;3;4;2;3;3;2;2;2;3;4;2;2;2;2;4;2;4;2;2;2;2;2;3;2;3;2;3;4;2
